,Fwd Packets Length Total,Bwd Packets Length Total,Fwd Packet Length Max,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Mean,Bwd Packet Length Std,Fwd IAT Total,Packet Length Max,Packet Length Mean,Packet Length Std,Packet Length Variance,Avg Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Subflow Fwd Bytes,Subflow Bwd Bytes,Init Fwd Win Bytes,Label
2421475,935,302.0,935,187.0,418.1447,302,100.666664,174.35979,4512156.0,935,137.44444,315.31934,99426.28,154.625,187.0,100.666664,935,302,237,0
966714,1144,1581.0,677,143.0,227.96992,1173,143.72728,352.1017,2823680.0,1173,136.25,292.27707,85425.88,143.42105,143.0,143.72728,1144,1581,8192,0
3492955,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,64240,0
1227259,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,298,0
1139296,1138,1581.0,677,142.25,227.74657,1173,225.85715,430.0986,1463721.0,1173,169.9375,319.3628,101992.59,181.26666,142.25,225.85715,1138,1581,8192,0
2484282,935,357.0,935,233.75,467.5,357,71.4,159.65526,4173644.0,935,129.2,304.5484,92749.734,143.55556,233.75,71.4,935,357,237,0
3066726,92,270.0,46,46.0,0.0,135,135.0,0.0,151823.0,135,81.6,48.747307,2376.3,102.0,46.0,135.0,92,270,-1,0
1614173,935,268.0,935,187.0,418.1447,268,134.0,189.50462,1212.0,935,150.375,330.61584,109306.836,171.85715,187.0,134.0,935,268,65535,0
1327812,1148,1581.0,677,143.5,228.12967,1173,225.85715,430.0986,2472374.0,1173,170.5625,319.43323,102037.59,181.93333,143.5,225.85715,1148,1581,8192,0
2551549,1148,1581.0,677,143.5,228.12967,1173,197.625,406.1217,14600000.0,1173,160.52942,312.0441,97371.516,170.5625,143.5,197.625,1148,1581,8192,0
1105468,32,88.0,32,32.0,0.0,88,88.0,0.0,0.0,88,50.666668,32.331615,1045.3334,76.0,32.0,88.0,32,88,-1,0
2590567,350,3136.0,193,43.75,74.42494,1460,627.2,742.52625,5264141.0,1460,249.0,508.26645,258334.77,268.15384,43.75,627.2,350,3136,8192,0
1333361,1618,4684.0,384,64.72,93.29144,1430,151.09677,356.39926,119098358.0,1430,110.5614,271.74002,73842.64,112.53571,64.72,151.09677,1618,4684,8192,0
1653824,935,349.0,935,187.0,418.1447,349,174.5,246.78027,1248.0,935,160.5,335.93027,112849.14,183.42857,187.0,174.5,935,349,65535,0
2138192,935,342.0,935,187.0,418.1447,342,114.0,197.4538,4057052.0,935,141.88889,318.19745,101249.61,159.625,187.0,114.0,935,342,219,0
460635,31,0.0,31,10.333333,17.897858,0,0.0,0.0,1.0,31,6.2,13.863622,192.2,7.75,10.333333,0.0,31,0,980,0
2806438,38,0.0,38,19.0,26.870058,0,0.0,0.0,25447.0,38,19.0,21.93931,481.33334,25.333334,19.0,0.0,38,0,123,0
3364939,304,384.0,293,19.0,73.06801,384,27.428572,102.62832,115875821.0,384,22.193548,85.25391,7268.228,22.933332,19.0,27.428572,304,384,8192,0
3273694,599,73457.0,342,20.655172,71.78255,1460,1064.5942,639.78076,115598622.0,1460,748.0404,719.94464,518320.25,755.67346,20.655172,1064.5942,599,73457,8192,0
99936,42,102.0,42,42.0,0.0,102,102.0,0.0,0.0,102,62.0,34.641018,1200.0,93.0,42.0,102.0,42,102,-1,0
1297823,0,0.0,0,0.0,0.0,0,0.0,0.0,59796808.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
3072400,674,301.0,187,61.272728,67.637405,197,43.0,74.66815,1937082.0,197,51.31579,68.0719,4633.7837,54.166668,61.272728,43.0,674,301,8192,0
1634451,935,316.0,935,187.0,418.1447,316,158.0,223.44574,7621.0,935,156.375,333.4786,111207.984,178.71428,187.0,158.0,935,316,65535,0
2189211,935,344.0,935,187.0,418.1447,344,114.666664,198.60849,4407963.0,935,142.11111,318.35532,101350.11,159.875,187.0,114.666664,935,344,219,0
1909286,935,249.0,935,187.0,418.1447,249,124.5,176.0696,18167.0,935,148.0,329.7172,108713.43,169.14285,187.0,124.5,935,249,65535,0
1329274,38,132.0,38,38.0,0.0,132,132.0,0.0,0.0,132,69.333336,54.270924,2945.3333,104.0,38.0,132.0,38,132,-1,0
3395029,0,0.0,0,0.0,0.0,0,0.0,0.0,69003.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
1721870,935,275.0,935,187.0,418.1447,275,137.5,194.45436,1179.0,935,151.25,330.98068,109548.21,172.85715,187.0,137.5,935,275,65535,0
2762597,80,278.0,40,40.0,0.0,139,139.0,0.0,39502.0,139,79.6,54.224533,2940.3,99.5,40.0,139.0,80,278,-1,0
1923694,935,248.0,935,187.0,418.1447,248,124.0,175.36249,18501.0,935,147.875,329.6736,108684.695,169.0,187.0,124.0,935,248,65535,0
35949,597,3917.0,197,45.923077,68.94861,1460,326.41666,552.1221,117000000.0,1460,173.61539,396.61386,157302.56,180.56,45.923077,326.41666,597,3917,8192,0
1675940,935,272.0,935,187.0,418.1447,272,136.0,192.33304,1159.0,935,150.875,330.8221,109443.266,172.42857,187.0,136.0,935,272,65535,0
142092,31,0.0,31,10.333333,17.897858,0,0.0,0.0,150.0,31,7.75,15.5,240.25,10.333333,10.333333,0.0,31,0,237,0
1299361,77,0.0,46,25.666666,23.459185,0,0.0,0.0,948.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,767,0
433114,37,69.0,37,37.0,0.0,69,69.0,0.0,0.0,69,47.666668,18.475208,341.33334,71.5,37.0,69.0,37,69,-1,0
3099853,0,0.0,0,0.0,0.0,0,0.0,0.0,3043974.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,26883,0
2068032,935,358.0,935,187.0,418.1447,358,119.333336,206.69139,4715012.0,935,143.66667,319.49725,102078.5,161.625,187.0,119.333336,935,358,219,0
1749069,935,298.0,935,187.0,418.1447,298,149.0,210.71782,1088.0,935,154.125,332.30643,110427.555,176.14285,187.0,149.0,935,298,65535,0
2265100,935,398.0,935,187.0,418.1447,398,132.66667,229.7854,4465852.0,935,148.11111,323.10928,104399.61,166.625,187.0,132.66667,935,398,237,0
3332244,1132,2754.0,661,113.2,205.34242,1173,344.25,520.282,3547553.0,1173,204.52632,376.81125,141986.7,215.88889,113.2,344.25,1132,2754,8192,0
2773481,1351,2273.0,744,79.47059,184.96152,976,189.41667,347.64258,2869946.0,976,120.8,261.0926,68169.336,124.965515,79.47059,189.41667,1351,2273,29200,0
2445796,935,297.0,935,187.0,418.1447,297,99.0,171.47302,4327912.0,935,136.88889,314.9974,99223.36,154.0,187.0,99.0,935,297,219,0
3253538,148,243.0,148,49.333332,85.44784,243,60.75,121.5,473.0,243,48.875,93.993065,8834.696,55.857143,49.333332,60.75,148,243,8192,0
1675217,935,339.0,935,187.0,418.1447,339,169.5,239.7092,1539.0,935,159.25,335.14633,112323.07,182.0,187.0,169.5,935,339,65535,0
1865512,935,316.0,935,187.0,418.1447,316,158.0,223.44574,2936.0,935,156.375,333.4786,111207.984,178.71428,187.0,158.0,935,316,65535,0
2103298,935,400.0,935,187.0,418.1447,400,133.33333,230.94011,4026064.0,935,148.33333,323.30325,104525.0,166.875,187.0,133.33333,935,400,237,0
1796487,935,274.0,935,187.0,418.1447,274,137.0,193.74725,1285.0,935,151.125,330.92746,109512.984,172.71428,187.0,137.0,935,274,65535,0
1352747,1,0.0,1,0.5,0.70710677,0,0.0,0.0,253083.0,1,0.6666667,0.57735026,0.33333334,1.0,0.5,0.0,1,0,251,0
1782515,935,247.0,935,187.0,418.1447,247,123.5,174.65538,1335.0,935,147.75,329.63043,108656.21,168.85715,187.0,123.5,935,247,65535,0
2838802,1441,1731.0,725,102.92857,191.14894,1179,192.33333,386.07446,4198857.0,1179,132.16667,274.2133,75192.93,137.91304,102.92857,192.33333,1441,1731,8192,0
2593011,84,204.0,42,42.0,0.0,102,102.0,0.0,37618.0,102,66.0,32.863354,1080.0,82.5,42.0,102.0,84,204,-1,0
1838125,935,311.0,935,187.0,418.1447,311,155.5,219.9102,1230.0,935,155.75,333.1412,110983.07,178.0,187.0,155.5,935,311,65535,0
2993936,41,94.0,41,41.0,0.0,94,94.0,0.0,0.0,94,58.666668,30.599564,936.3333,88.0,41.0,94.0,41,94,-1,0
2077814,935,708.0,935,187.0,418.1447,354,177.0,204.38199,4705436.0,935,164.3,308.20486,94990.234,182.55556,187.0,177.0,935,708,237,0
379974,37,77.0,37,37.0,0.0,77,77.0,0.0,0.0,77,50.333332,23.094011,533.3333,75.5,37.0,77.0,37,77,-1,0
1333855,47,175.0,47,47.0,0.0,175,175.0,0.0,0.0,175,89.666664,73.90083,5461.3335,134.5,47.0,175.0,47,175,-1,0
625512,364,582.0,103,52.0,49.217205,409,116.4,167.03532,737963.0,409,72.76923,109.53322,11997.525,78.833336,52.0,116.4,364,582,8192,0
539759,1144,1581.0,677,127.111115,218.50883,1173,225.85715,430.0986,2976632.0,1173,160.29411,312.00677,97348.22,170.3125,127.111115,225.85715,1144,1581,8192,0
1224708,42,142.0,42,42.0,0.0,142,142.0,0.0,0.0,142,75.333336,57.735027,3333.3333,113.0,42.0,142.0,42,142,-1,0
3177472,1132,1581.0,661,141.5,222.79202,1173,225.85715,430.0986,2063919.0,1173,169.5625,317.7628,100973.195,180.86667,141.5,225.85715,1132,1581,8192,0
1329417,70,360.0,35,35.0,0.0,180,180.0,0.0,89582.0,180,93.0,79.41977,6307.5,116.25,35.0,180.0,70,360,-1,0
3299245,31,0.0,31,10.333333,17.897858,0,0.0,0.0,43.0,31,6.2,13.863622,192.2,7.75,10.333333,0.0,31,0,1129,0
3272685,0,0.0,0,0.0,0.0,0,0.0,0.0,54124735.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,279,0
3262348,1144,1581.0,677,127.111115,218.50883,1173,225.85715,430.0986,2121057.0,1173,160.29411,312.00677,97348.22,170.3125,127.111115,225.85715,1144,1581,8192,0
1122597,1138,1581.0,677,113.8,209.61754,1173,225.85715,430.0986,3145603.0,1173,151.05556,304.98108,93013.47,159.94118,113.8,225.85715,1138,1581,8192,0
3370660,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
1620456,935,249.0,935,187.0,418.1447,249,124.5,176.0696,7632.0,935,148.0,329.7172,108713.43,169.14285,187.0,124.5,935,249,65535,0
2108606,935,362.0,935,187.0,418.1447,362,120.666664,209.0008,4231170.0,935,144.11111,319.8353,102294.61,162.125,187.0,120.666664,935,362,219,0
1680362,935,261.0,935,187.0,418.1447,261,130.5,184.55487,1546.0,935,149.5,330.26917,109077.71,170.85715,187.0,130.5,935,261,65535,0
3467316,855,7930.0,309,77.72727,104.60697,1460,610.0,699.98724,62159030.0,1460,351.4,570.304,325246.66,366.04166,77.72727,610.0,855,7930,8192,0
2221355,935,379.0,935,233.75,467.5,379,75.8,169.49396,3447506.0,935,131.4,306.45035,93911.82,146.0,233.75,75.8,935,379,237,0
1876212,935,314.0,935,187.0,418.1447,314,157.0,222.03152,3431.0,935,156.125,333.34256,111117.266,178.42857,187.0,157.0,935,314,65535,0
977722,78,134.0,39,39.0,0.0,67,67.0,0.0,20357.0,67,50.2,15.336231,235.2,62.75,39.0,67.0,78,134,-1,0
2387541,935,416.0,935,187.0,418.1447,416,138.66667,240.17772,3242388.0,935,150.11111,324.90015,105560.11,168.875,187.0,138.66667,935,416,237,0
3007743,356,866.0,354,44.5,125.0577,433,144.33333,223.60023,20832629.0,433,81.46667,169.18793,28624.553,87.28571,44.5,144.33333,356,866,8192,0
1931140,935,326.0,935,187.0,418.1447,326,163.0,230.51682,1318.0,935,157.625,334.18042,111676.555,180.14285,187.0,163.0,935,326,65535,0
2410575,935,309.0,935,187.0,418.1447,309,103.0,178.40123,4324926.0,935,138.22223,315.78424,99719.695,155.5,187.0,103.0,935,309,237,0
2870423,1211,3396.0,875,86.5,235.07306,1460,242.57143,520.66046,61083237.0,1460,158.86208,398.17233,158541.19,164.53572,86.5,242.57143,1211,3396,8192,0
2576080,31,0.0,31,10.333333,17.897858,0,0.0,0.0,550.0,31,6.2,13.863622,192.2,7.75,10.333333,0.0,31,0,946,0
3359671,66,148.0,66,66.0,0.0,148,148.0,0.0,0.0,148,93.333336,47.342724,2241.3333,140.0,66.0,148.0,66,148,-1,0
672244,161,488.0,161,53.666668,92.95339,488,122.0,244.0,551.0,488,81.125,173.78758,30202.125,92.71429,53.666668,122.0,161,488,8192,0
2039529,935,363.0,935,187.0,418.1447,363,121.0,209.57814,5315222.0,935,144.22223,319.9206,102349.195,162.25,187.0,121.0,935,363,237,0
1203748,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,2946008.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,64240,0
879975,2776,1065.0,623,132.19048,241.90569,213,53.25,94.62773,115058704.0,623,91.45238,185.63696,34461.082,93.68293,132.19048,53.25,2776,1065,8192,0
1008263,35,222.0,35,35.0,0.0,222,222.0,0.0,0.0,222,97.333336,107.9645,11656.333,146.0,35.0,222.0,35,222,-1,0
1209386,29,215.0,29,29.0,0.0,215,215.0,0.0,0.0,215,91.0,107.38715,11532.0,136.5,29.0,215.0,29,215,-1,0
2195228,935,376.0,935,187.0,418.1447,376,125.333336,217.0837,3425581.0,935,145.66667,321.05917,103079.0,163.875,187.0,125.333336,935,376,219,0
3256695,34,190.0,34,34.0,0.0,190,190.0,0.0,0.0,190,86.0,90.06664,8112.0,129.0,34.0,190.0,34,190,-1,0
3358363,40,109.0,40,40.0,0.0,109,109.0,0.0,0.0,109,63.0,39.83717,1587.0,94.5,40.0,109.0,40,109,-1,0
2100559,935,329.0,935,233.75,467.5,329,65.8,147.13327,3901692.0,935,126.4,302.34204,91410.71,140.44444,233.75,65.8,935,329,219,0
2779062,1442,1731.0,725,103.0,191.12541,1179,216.375,405.46478,4022891.0,1179,137.95653,278.8795,77773.77,144.22728,103.0,216.375,1442,1731,8192,0
2801945,1437,1731.0,725,102.64286,191.0681,1179,192.33333,386.07446,4434502.0,1179,132.0,274.2,75185.65,137.73914,102.64286,192.33333,1437,1731,8192,0
579120,72,246.0,36,36.0,0.0,123,123.0,0.0,156061.0,123,70.8,47.651863,2270.7,88.5,36.0,123.0,72,246,-1,0
355206,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,123,0
3037259,77,0.0,46,25.666666,23.459185,0,0.0,0.0,496.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,264,0
999816,97,232.0,97,24.25,48.5,232,58.0,116.0,62096.0,232,36.555557,80.00486,6400.778,41.125,24.25,58.0,97,232,8192,0
3420126,97,231.0,97,24.25,48.5,231,57.75,115.5,61863.0,231,36.444443,79.69961,6352.028,41.0,24.25,57.75,97,231,8192,0
416440,1148,1581.0,677,127.55556,218.69106,1173,225.85715,430.0986,3331239.0,1173,160.52942,312.0441,97371.516,170.5625,127.55556,225.85715,1148,1581,8192,0
2460489,935,353.0,935,187.0,418.1447,353,117.666664,203.80464,4347582.0,935,143.11111,319.08206,101813.36,161.0,187.0,117.666664,935,353,237,0
2352868,935,353.0,935,187.0,418.1447,353,117.666664,203.80464,4050873.0,935,143.11111,319.08206,101813.36,161.0,187.0,117.666664,935,353,237,0
660776,0,0.0,0,0.0,0.0,0,0.0,0.0,5346845.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
2924630,97,231.0,97,24.25,48.5,231,57.75,115.5,55998.0,231,36.444443,79.69961,6352.028,41.0,24.25,57.75,97,231,8192,0
978209,43,99.0,43,43.0,0.0,99,99.0,0.0,0.0,99,61.666668,32.331615,1045.3334,92.5,43.0,99.0,43,99,-1,0
966077,36,84.0,36,36.0,0.0,84,84.0,0.0,0.0,84,52.0,27.712812,768.0,78.0,36.0,84.0,36,84,-1,0
2682322,1132,1581.0,661,141.5,222.79202,1173,225.85715,430.0986,1412726.0,1173,169.5625,317.7628,100973.195,180.86667,141.5,225.85715,1132,1581,8192,0
3540205,0,0.0,0,0.0,0.0,0,0.0,0.0,5999589.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
3539182,0,0.0,0,0.0,0.0,0,0.0,0.0,4315.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,13793,0
2078238,935,348.0,935,187.0,418.1447,348,116.0,200.9179,4408481.0,935,142.55556,318.67505,101553.78,160.375,187.0,116.0,935,348,219,0
421427,1211,3396.0,875,80.73333,227.62044,1460,242.57143,520.66046,60800000.0,1460,153.56667,392.32065,153915.5,158.86208,80.73333,242.57143,1211,3396,8192,0
1689708,935,309.0,935,187.0,418.1447,309,154.5,218.496,1521.0,935,155.5,333.0088,110894.86,177.71428,187.0,154.5,935,309,65535,0
2030575,935,392.0,935,187.0,418.1447,392,130.66667,226.3213,5256418.0,935,147.44444,322.5349,104028.78,165.875,187.0,130.66667,935,392,237,0
1895482,935,316.0,935,187.0,418.1447,316,158.0,223.44574,3232.0,935,156.375,333.4786,111207.984,178.71428,187.0,158.0,935,316,65535,0
2529484,935,284.0,935,187.0,418.1447,284,94.666664,163.96748,4131217.0,935,135.44444,314.20023,98721.78,152.375,187.0,94.666664,935,284,237,0
422092,438,860.0,438,146.0,252.87943,860,215.0,430.0,23578.0,860,162.25,320.9013,102977.64,185.42857,146.0,215.0,438,860,8192,0
2704600,77,0.0,46,25.666666,23.459185,0,0.0,0.0,749.0,46,30.75,21.68525,470.25,41.0,25.666666,0.0,77,0,256,0
1219090,0,0.0,0,0.0,0.0,0,0.0,0.0,95417394.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
2899823,84,284.0,42,42.0,0.0,142,142.0,0.0,68538.0,142,82.0,54.772255,3000.0,102.5,42.0,142.0,84,284,-1,0
1128753,1138,1581.0,677,113.8,209.61754,1173,225.85715,430.0986,2172894.0,1173,151.05556,304.98108,93013.47,159.94118,113.8,225.85715,1138,1581,8192,0
2555918,32,89.0,32,32.0,0.0,89,89.0,0.0,0.0,89,51.0,32.908966,1083.0,76.5,32.0,89.0,32,89,-1,0
806940,2665,1928.0,976,115.86957,253.95424,640,91.809525,139.75107,378774.0,976,102.066666,203.74097,41510.383,104.38636,115.86957,91.809525,2665,1928,26883,0
3127934,1439,1731.0,725,110.69231,196.60764,1179,216.375,405.46478,4217471.0,1179,144.09091,283.8284,80558.56,150.95238,110.69231,216.375,1439,1731,8192,0
1791074,935,316.0,935,187.0,418.1447,316,158.0,223.44574,1152.0,935,156.375,333.4786,111207.984,178.71428,187.0,158.0,935,316,65535,0
1827790,935,273.0,935,187.0,418.1447,273,136.5,193.04015,14737.0,935,151.0,330.8746,109478.0,172.57143,187.0,136.5,935,273,65535,0
1179620,0,0.0,0,0.0,0.0,0,0.0,0.0,54598034.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,279,0
951265,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,2807429.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,64240,0
2925666,0,0.0,0,0.0,0.0,0,0.0,0.0,112640793.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,-1,0
3052039,1441,1731.0,725,110.84615,196.55019,1179,192.33333,386.07446,3931367.0,1179,137.91304,278.8947,77782.266,144.18182,110.84615,192.33333,1441,1731,8192,0
2784657,1731,1442.0,1179,192.33333,386.07446,725,110.92308,196.52203,4010239.0,1179,137.95653,278.8795,77773.77,144.22728,192.33333,110.92308,1731,1442,8192,0
2186450,935,383.0,935,187.0,418.1447,383,95.75,191.5,4280781.0,935,131.8,306.81186,94133.51,146.44444,187.0,95.75,935,383,237,0
1918588,935,316.0,935,187.0,418.1447,316,158.0,223.44574,17478.0,935,156.375,333.4786,111207.984,178.71428,187.0,158.0,935,316,65535,0
696214,1128,1581.0,661,141.0,222.62332,1173,225.85715,430.0986,1666393.0,1173,169.3125,317.73126,100953.164,180.6,141.0,225.85715,1128,1581,8192,0
2694290,1148,1581.0,677,114.8,210.09247,1173,225.85715,430.0986,4742045.0,1173,151.61111,305.08267,93075.43,160.52942,114.8,225.85715,1148,1581,8192,0
425269,1148,1581.0,677,104.36364,202.29448,1173,225.85715,430.0986,3701141.0,1173,143.63158,298.52026,89114.36,151.61111,104.36364,225.85715,1148,1581,8192,0
3413374,0,0.0,0,0.0,0.0,0,0.0,0.0,131545.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
2617495,924,5689.0,563,42.0,125.784775,1336,299.42105,542.09784,116000000.0,1336,157.45238,392.70483,154217.08,161.29268,42.0,299.42105,924,5689,8192,0
2309626,935,330.0,935,187.0,418.1447,330,110.0,190.52559,3952556.0,935,140.55556,317.27792,100665.28,158.125,187.0,110.0,935,330,219,0
2835220,1441,1731.0,725,102.92857,191.14894,1179,216.375,405.46478,3976424.0,1179,137.91304,278.8947,77782.266,144.18182,102.92857,216.375,1441,1731,8192,0
2073696,935,418.0,935,187.0,418.1447,418,139.33333,241.33241,4567047.0,935,150.33333,325.10538,105693.5,169.125,187.0,139.33333,935,418,219,0
426273,80,210.0,40,40.0,0.0,105,105.0,0.0,87365.0,105,66.0,35.601967,1267.5,82.5,40.0,105.0,80,210,-1,0
72915,40,139.0,40,40.0,0.0,139,139.0,0.0,0.0,139,73.0,57.157677,3267.0,109.5,40.0,139.0,40,139,-1,0
3325264,77,0.0,46,25.666666,23.459185,0,0.0,0.0,51.0,46,24.6,23.276598,541.8,30.75,25.666666,0.0,77,0,131,0
3444201,1438,1731.0,725,110.61539,196.4504,1179,216.375,405.46478,4068331.0,1179,144.04546,283.7718,80526.43,150.90475,110.61539,216.375,1438,1731,8192,0
3030997,68,196.0,68,68.0,0.0,196,196.0,0.0,0.0,196,110.666664,73.90083,5461.3335,166.0,68.0,196.0,68,196,-1,0
2832913,0,0.0,0,0.0,0.0,0,0.0,0.0,211716.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
472802,347,3956.0,190,43.375,73.568115,1460,659.3333,682.16205,5657600.0,1460,286.86667,517.79736,268114.12,307.35715,43.375,659.3333,347,3956,8192,0
720392,1459,1731.0,741,112.23077,200.66646,1179,216.375,405.46478,3930619.0,1179,145.0,285.33655,81416.95,151.90475,112.23077,216.375,1459,1731,8192,0
457037,0,0.0,0,0.0,0.0,0,0.0,0.0,86300000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,62558,0
3537617,0,0.0,0,0.0,0.0,0,0.0,0.0,101905.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
237863,1144,1581.0,677,143.0,227.96992,1173,225.85715,430.0986,2063513.0,1173,170.3125,319.4027,102018.09,181.66667,143.0,225.85715,1144,1581,8192,0
1711465,935,316.0,935,187.0,418.1447,316,158.0,223.44574,21496.0,935,156.375,333.4786,111207.984,178.71428,187.0,158.0,935,316,65535,0
965014,1148,1581.0,677,104.36364,202.29448,1173,225.85715,430.0986,3802236.0,1173,143.63158,298.52026,89114.36,151.61111,104.36364,225.85715,1148,1581,8192,0
925713,0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,508,0
946461,39,67.0,39,39.0,0.0,67,67.0,0.0,0.0,67,48.333332,16.165808,261.33334,72.5,39.0,67.0,39,67,-1,0
3218584,0,0.0,0,0.0,0.0,0,0.0,0.0,54.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,35,0
623704,0,0.0,0,0.0,0.0,0,0.0,0.0,54600000.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,279,0
1942410,935,314.0,935,187.0,418.1447,314,157.0,222.03152,1184.0,935,156.125,333.34256,111117.266,178.42857,187.0,157.0,935,314,65535,0
2849703,68,188.0,34,34.0,0.0,94,94.0,0.0,31255.0,94,58.0,32.863354,1080.0,72.5,34.0,94.0,68,188,-1,0
1358494,36,97.0,36,36.0,0.0,97,97.0,0.0,0.0,97,56.333332,35.218365,1240.3334,84.5,36.0,97.0,36,97,-1,0
2261015,935,325.0,935,187.0,418.1447,325,108.333336,187.63884,4409323.0,935,140.0,316.9089,100431.25,157.5,187.0,108.333336,935,325,219,0
2820805,31,0.0,31,10.333333,17.897858,0,0.0,0.0,59.0,31,6.2,13.863622,192.2,7.75,10.333333,0.0,31,0,31088,0
1597900,935,314.0,935,187.0,418.1447,314,157.0,222.03152,1353.0,935,156.125,333.34256,111117.266,178.42857,187.0,157.0,935,314,65535,0
720270,1442,1731.0,725,110.92308,196.52203,1179,216.375,405.46478,3908621.0,1179,144.22728,283.77774,80529.805,151.09525,110.92308,216.375,1442,1731,8192,0
2230742,935,372.0,935,187.0,418.1447,372,124.0,214.7743,4434138.0,935,145.22223,320.70303,102850.445,163.375,187.0,124.0,935,372,237,0
384806,0,0.0,0,0.0,0.0,0,0.0,0.0,174801.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,8192,0
1628765,935,326.0,935,187.0,418.1447,326,163.0,230.51682,1532.0,935,157.625,334.18042,111676.555,180.14285,187.0,163.0,935,326,65535,0
2842964,1436,1731.0,725,102.57143,191.09189,1179,216.375,405.46478,4148702.0,1179,137.69565,278.90018,77785.31,143.95454,102.57143,216.375,1436,1731,8192,0
340712,512,298.0,512,128.0,256.0,298,99.333336,172.05038,47405.0,512,101.25,196.00856,38419.355,115.71429,128.0,99.333336,512,298,8192,0
3480592,148,243.0,148,49.333332,85.44784,243,60.75,121.5,536.0,243,48.875,93.993065,8834.696,55.857143,49.333332,60.75,148,243,8192,0
3428989,107,0.0,69,35.666668,34.559128,0,0.0,0.0,61166.0,69,35.2,34.53549,1192.7,44.0,35.666668,0.0,107,0,176,0
2674827,38,0.0,38,19.0,26.870058,0,0.0,0.0,293.0,38,19.0,21.93931,481.33334,25.333334,19.0,0.0,38,0,176,0
412274,37,69.0,37,37.0,0.0,69,69.0,0.0,0.0,69,47.666668,18.475208,341.33334,71.5,37.0,69.0,37,69,-1,0
3083513,5,573.0,1,0.5555556,0.52704626,573,71.625,202.58609,56901901.0,573,32.11111,134.98885,18221.986,34.0,0.5555556,71.625,5,573,8192,0
957490,97,232.0,97,24.25,48.5,232,58.0,116.0,62049.0,232,36.555557,80.00486,6400.778,41.125,24.25,58.0,97,232,8192,0
3343030,31,158.0,31,31.0,0.0,158,158.0,0.0,0.0,158,73.333336,73.32349,5376.3335,110.0,31.0,158.0,31,158,-1,0
644185,64,242.0,32,32.0,0.0,121,121.0,0.0,23346.0,121,67.6,48.747307,2376.3,84.5,32.0,121.0,64,242,-1,0
933265,42,155.0,42,42.0,0.0,155,155.0,0.0,0.0,155,79.666664,65.24058,4256.3335,119.5,42.0,155.0,42,155,-1,0
1149895,1138,1581.0,677,142.25,227.74657,1173,225.85715,430.0986,1293569.0,1173,169.9375,319.3628,101992.59,181.26666,142.25,225.85715,1138,1581,8192,0
1253503,97,232.0,97,24.25,48.5,232,58.0,116.0,62080.0,232,36.555557,80.00486,6400.778,41.125,24.25,58.0,97,232,8192,0
2416235,935,368.0,935,187.0,418.1447,368,122.666664,212.4649,4211513.0,935,144.77777,320.35205,102625.445,162.875,187.0,122.666664,935,368,219,0
3354932,38,0.0,38,19.0,26.870058,0,0.0,0.0,10448.0,38,19.0,21.93931,481.33334,25.333334,19.0,0.0,38,0,176,0
1989741,935,347.0,935,187.0,418.1447,347,115.666664,200.34055,5457333.0,935,142.44444,318.5946,101502.53,160.25,187.0,115.666664,935,347,219,0
