,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,attack
84989,24,9,322,1695,10,1.0,0.0,255,1.0,0.0,4
69679,24,9,280,2367,11,1.0,0.0,255,1.0,0.0,4
124258,24,9,255,618,15,1.0,0.0,255,1.0,0.0,4
62629,24,9,239,954,1,1.0,0.0,255,1.0,0.0,4
74812,12,9,45,127,315,1.0,0.0,254,1.0,0.01,4
107279,12,9,42,42,197,1.0,0.0,231,0.91,0.01,4
1097,12,9,31,91,3,1.0,0.0,20,1.0,0.0,4
106921,24,9,164,9286,16,1.0,0.0,255,1.0,0.0,4
55172,12,9,44,124,97,1.0,0.0,253,0.99,0.01,4
50448,54,9,956,331,1,1.0,0.0,130,0.83,0.17,4
12074,24,9,208,3997,3,1.0,0.0,255,1.0,0.0,4
91535,12,9,43,131,74,1.0,0.0,254,1.0,0.01,4
113509,24,9,222,1179,4,1.0,0.0,255,1.0,0.0,4
53696,54,9,1261,330,1,1.0,0.0,80,0.36,0.04,4
107539,24,9,321,13965,5,1.0,0.0,255,1.0,0.0,4
15387,24,9,229,1483,14,1.0,0.0,255,1.0,0.0,4
122452,60,9,590,335851,1,1.0,0.0,35,0.17,0.02,4
11122,20,9,15377,0,1,1.0,0.0,7,0.03,0.02,4
63081,49,9,105,145,1,1.0,0.0,129,0.9,0.02,4
82211,54,9,1140,340,1,1.0,0.0,164,0.8,0.08,4
31565,54,9,1048,332,1,1.0,0.0,177,0.74,0.09,4
40595,24,9,288,1484,10,1.0,0.0,255,1.0,0.0,4
17927,12,9,45,134,64,1.0,0.0,215,0.84,0.01,4
17455,12,9,45,110,3,1.0,0.0,242,0.95,0.01,4
43213,20,9,5319,0,10,1.0,0.0,56,1.0,0.0,4
94631,24,9,204,6356,32,1.0,0.0,255,1.0,0.0,4
78953,12,9,46,115,209,1.0,0.0,166,0.65,0.01,4
122051,24,9,260,310,1,1.0,0.0,255,1.0,0.0,4
65964,24,1,0,0,1,1.0,0.0,242,1.0,0.0,4
106421,24,5,0,0,3,1.0,0.0,255,1.0,0.0,4
27960,24,9,293,1193,6,1.0,0.0,255,1.0,0.0,4
126,54,9,1079,334,1,1.0,0.0,167,0.57,0.03,4
52311,18,9,9,173,1,1.0,0.0,10,0.07,0.09,4
30630,24,9,309,758,2,1.0,0.0,255,1.0,0.0,4
15951,20,9,5891,0,17,1.0,0.0,106,0.39,0.04,4
4493,20,9,88382,0,19,1.0,0.0,25,0.1,0.02,4
20785,24,9,286,844,11,1.0,0.0,255,1.0,0.0,4
84263,24,9,291,15647,12,1.0,0.0,255,1.0,0.0,4
95649,44,9,146,105,1,1.0,0.0,1,0.0,0.85,4
48213,24,9,304,8497,12,1.0,0.0,255,1.0,0.0,4
74211,20,9,245,0,2,1.0,0.0,50,0.29,0.04,4
70822,0,6,44912,48247,1,1.0,0.0,11,0.15,0.03,4
115255,24,9,198,8723,22,1.0,0.0,255,1.0,0.0,4
23929,44,9,147,105,6,0.33,0.5,2,0.01,0.86,4
44711,24,9,212,1131,5,1.0,0.0,255,1.0,0.0,4
39317,54,9,1901,333,1,1.0,0.0,127,0.41,0.09,4
87703,20,9,501760,0,1,1.0,0.0,42,0.1,0.08,4
85283,12,9,42,42,15,1.0,0.0,255,1.0,0.0,4
47747,24,9,217,617,23,1.0,0.0,255,1.0,0.0,4
72830,44,9,145,105,1,1.0,0.0,3,0.01,0.76,4
41519,24,9,192,10734,2,1.0,0.0,255,1.0,0.0,4
38018,12,9,44,85,217,1.0,0.0,217,0.85,0.01,4
107313,24,9,198,82,1,1.0,0.0,255,1.0,0.0,4
47446,24,9,320,9790,11,1.0,0.0,255,1.0,0.0,4
110084,24,9,291,1208,13,1.0,0.0,255,1.0,0.0,4
47525,24,9,203,2996,12,1.0,0.0,255,1.0,0.0,4
22794,24,9,229,306,3,1.0,0.0,255,1.0,0.0,4
23064,24,9,227,9986,14,1.0,0.0,255,1.0,0.0,4
68325,24,9,274,4841,1,1.0,0.0,255,1.0,0.0,4
72363,12,9,44,85,13,1.0,0.0,251,0.98,0.01,4
84113,24,9,260,821,14,1.0,0.0,255,1.0,0.0,4
118198,24,9,226,557,15,1.0,0.0,255,1.0,0.0,4
40420,24,9,350,1577,1,1.0,0.0,255,1.0,0.0,4
125936,54,9,1870,331,1,1.0,0.0,106,0.91,0.03,4
100766,60,9,113,4070,1,1.0,0.0,1,1.0,0.0,4
11364,24,9,226,4306,7,1.0,0.0,255,1.0,0.0,4
30242,24,9,217,1046,9,1.0,0.0,255,1.0,0.0,4
23843,24,9,323,5340,2,1.0,0.0,255,1.0,0.0,4
50860,24,9,291,1229,16,1.0,0.0,255,1.0,0.0,4
38366,12,9,35,0,1,1.0,0.0,31,0.13,0.02,4
58630,24,9,336,1335,54,1.0,0.0,255,1.0,0.0,4
103474,24,9,201,1263,9,1.0,0.0,255,1.0,0.0,4
49775,24,9,318,583,1,1.0,0.0,255,1.0,0.0,4
30947,24,9,193,10690,3,1.0,0.0,255,1.0,0.0,4
1544,49,9,105,146,1,1.0,0.0,246,0.96,0.01,4
117389,0,6,42082,45123,1,1.0,0.0,8,0.14,0.04,4
64571,24,9,240,492,2,1.0,0.0,255,1.0,0.0,4
102132,12,9,88,0,1,1.0,0.0,217,0.85,0.01,4
87001,54,9,782,335,1,1.0,0.0,102,0.5,1.0,4
51012,12,9,45,81,159,1.0,0.0,227,0.89,0.01,4
4448,24,9,283,835,20,1.0,0.0,255,1.0,0.0,4
125601,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
123865,24,9,324,720,9,1.0,0.0,255,1.0,0.0,4
75461,24,9,323,8919,4,1.0,0.0,255,1.0,0.0,4
90403,24,9,185,1838,6,1.0,0.0,255,1.0,0.0,4
63487,24,9,242,5734,19,1.0,0.0,255,1.0,0.0,4
16062,24,9,234,301,1,1.0,0.0,10,1.0,0.0,4
82861,24,9,303,2507,2,1.0,0.0,13,0.52,0.12,4
106992,24,9,195,3712,29,1.0,0.0,255,1.0,0.0,4
79063,24,9,244,11868,11,1.0,0.0,97,1.0,0.0,4
46030,54,9,1161,338,1,1.0,0.0,112,0.77,0.14,4
11152,54,9,1024,331,1,1.0,0.0,111,0.51,0.04,4
8614,24,9,205,1900,9,1.0,0.0,255,1.0,0.0,4
106357,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
3620,24,9,200,755,1,1.0,0.0,255,1.0,0.0,4
118573,54,9,11078,1553,1,1.0,0.0,67,0.26,0.02,4
86205,24,9,314,1828,7,1.0,0.0,255,1.0,0.0,4
13190,12,9,45,110,2,1.0,0.0,209,0.91,0.01,4
41353,24,9,254,471,9,1.0,0.0,255,1.0,0.0,4
116265,20,9,12324,0,1,1.0,0.0,15,0.11,0.03,4
99260,44,9,146,0,1,1.0,0.0,1,0.0,0.62,4
116250,24,9,297,339,17,1.0,0.0,255,1.0,0.0,4
113850,14,9,30,0,1,1.0,0.0,131,1.0,0.0,4
75203,20,9,192,0,2,1.0,0.0,15,0.03,0.03,4
25164,24,9,2499,2737,13,1.0,0.0,255,1.0,0.0,4
84520,24,9,208,892,1,1.0,0.0,255,1.0,0.0,4
58615,24,9,208,758,2,1.0,0.0,255,1.0,0.0,4
100921,12,9,45,134,72,1.0,0.0,255,1.0,0.0,4
118873,24,1,0,0,1,1.0,0.0,7,1.0,0.0,4
6862,43,9,48,48,1,1.0,0.0,3,0.75,0.5,4
90856,24,9,343,3040,10,1.0,0.0,255,1.0,0.0,4
48765,60,9,884,146065,1,1.0,0.0,4,0.18,0.18,4
67391,24,9,208,12922,21,1.0,0.0,255,1.0,0.0,4
13722,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
75548,24,9,198,10431,11,1.0,0.0,255,1.0,0.0,4
78922,24,9,145,13985,3,1.0,0.0,150,1.0,0.0,4
29458,12,9,44,126,266,1.0,0.01,196,0.86,0.01,4
11625,24,9,241,849,14,1.0,0.0,255,1.0,0.0,4
79763,24,9,211,323,15,1.0,0.0,255,1.0,0.0,4
88934,24,9,238,286,4,1.0,0.0,255,1.0,0.0,4
28796,24,9,335,2105,32,1.0,0.0,255,1.0,0.0,4
30914,24,9,0,3091,10,1.0,0.0,255,1.0,0.0,4
8368,24,9,268,10333,5,1.0,0.0,255,1.0,0.0,4
9643,24,9,150,12632,1,1.0,0.0,255,1.0,0.0,4
114187,0,4,1431,8588,2,0.5,1.0,22,0.37,0.03,4
109485,19,9,1061,3081,1,1.0,0.0,46,0.18,0.03,4
37338,24,9,230,275,10,1.0,0.0,255,1.0,0.0,4
70670,54,9,990,328,1,1.0,0.0,157,0.85,0.03,4
116224,24,9,255,1619,4,1.0,0.0,20,0.95,0.1,4
114896,24,9,217,1136,6,1.0,0.0,255,1.0,0.0,4
25364,19,9,322,1054,1,1.0,0.0,49,0.21,0.02,4
72531,24,9,319,392,10,1.0,0.0,255,1.0,0.0,4
44631,24,9,231,281,16,1.0,0.0,255,1.0,0.0,4
57084,24,9,325,4757,12,1.0,0.0,255,1.0,0.0,4
68013,24,9,154,3181,1,1.0,0.0,255,1.0,0.0,4
105971,12,9,45,138,67,1.0,0.0,255,1.0,0.0,4
103579,44,9,146,105,1,1.0,0.0,1,0.0,0.77,4
93985,24,9,247,29269,1,1.0,0.0,255,1.0,0.0,4
109179,54,9,1485,385,1,1.0,0.0,21,0.08,0.09,4
108510,12,9,45,84,123,1.0,0.0,254,1.0,0.01,4
102625,24,9,221,12523,11,1.0,0.0,255,1.0,0.0,4
46982,24,9,208,12909,4,1.0,0.0,255,1.0,0.0,4
60533,44,9,4892,0,17,0.06,0.24,1,0.01,0.06,4
51888,24,9,286,1212,5,1.0,0.0,255,1.0,0.0,4
122749,24,9,208,473,30,1.0,0.0,255,1.0,0.0,4
125280,24,9,307,587,10,1.0,0.0,255,1.0,0.0,4
72429,24,9,309,7356,11,1.0,0.0,255,1.0,0.0,4
51043,24,9,232,968,5,1.0,0.0,255,1.0,0.0,4
55239,24,9,147,14892,2,1.0,0.0,255,1.0,0.0,4
115481,24,9,261,591,12,1.0,0.0,255,1.0,0.0,4
50696,24,2,0,0,2,1.0,0.0,255,1.0,0.0,4
121440,24,9,299,667,9,1.0,0.0,255,1.0,0.0,4
36458,54,9,1587,326,1,1.0,0.0,132,0.6,0.04,4
117971,24,1,0,0,2,1.0,0.0,255,1.0,0.0,4
49750,24,9,209,19874,1,1.0,0.0,255,1.0,0.0,4
70483,54,9,2417,330,1,1.0,0.0,176,0.69,0.02,4
7710,12,9,43,131,74,0.99,0.03,239,0.94,0.01,4
53693,54,9,1377,278,1,1.0,0.0,2,0.06,0.14,4
7396,24,9,310,960,4,1.0,0.0,255,1.0,0.0,4
55033,24,9,339,1588,1,1.0,0.0,255,1.0,0.0,4
34827,24,9,302,316,7,1.0,0.0,255,1.0,0.0,4
97075,12,9,45,128,71,1.0,0.0,255,1.0,0.0,4
37975,20,9,7196,0,4,1.0,0.0,83,0.17,0.07,4
31065,24,9,248,3368,4,1.0,0.0,255,1.0,0.0,4
119659,24,9,314,11972,3,1.0,0.0,89,1.0,0.0,4
37563,12,9,46,133,40,1.0,0.0,196,0.78,0.02,4
46951,24,9,306,1380,6,1.0,0.0,248,0.97,0.01,4
86925,24,9,181,10333,5,1.0,0.0,255,1.0,0.0,4
104849,20,9,3888,0,23,1.0,0.0,95,0.36,0.02,4
60052,24,9,209,1411,29,1.0,0.0,255,1.0,0.0,4
49863,24,9,282,2103,11,1.0,0.0,255,1.0,0.0,4
11315,24,9,217,1065,3,1.0,0.0,255,1.0,0.0,4
107790,24,9,313,13379,26,1.0,0.0,255,1.0,0.0,4
83462,24,9,320,3936,22,1.0,0.0,75,1.0,0.0,4
68673,54,9,1790,334,1,1.0,0.0,150,0.52,0.04,4
117928,24,9,217,6081,3,1.0,0.0,255,1.0,0.0,4
10464,44,9,145,105,1,1.0,0.0,1,0.0,0.66,4
117864,54,9,2524,321,1,1.0,0.0,224,0.82,0.02,4
17215,24,9,189,3133,1,1.0,0.0,255,1.0,0.0,4
92173,24,9,303,1075,4,1.0,0.0,247,0.97,0.01,4
104846,24,9,287,1660,32,1.0,0.0,255,1.0,0.0,4
49722,24,9,0,4994,16,1.0,0.0,255,1.0,0.0,4
92396,24,9,352,1973,3,1.0,0.0,255,1.0,0.0,4
115242,24,9,261,705,3,1.0,0.0,255,1.0,0.0,4
462,24,9,339,241,1,1.0,0.0,255,1.0,0.0,4
91956,24,9,358,704,13,1.0,0.0,255,1.0,0.0,4
83939,12,9,45,44,9,1.0,0.0,251,0.98,0.01,4
95492,12,9,43,71,252,1.0,0.01,254,1.0,0.01,4
106467,24,9,238,12643,1,1.0,0.0,255,1.0,0.0,4
79507,24,9,241,174,17,1.0,0.0,255,1.0,0.0,4
112113,20,9,7162,0,7,1.0,0.0,50,0.59,0.09,4
39883,24,9,226,7675,3,1.0,0.0,255,1.0,0.0,4
120750,24,9,234,608,14,1.0,0.0,255,1.0,0.0,4
1067,20,9,748,0,1,1.0,0.0,33,0.2,0.03,4
44192,24,9,326,3322,2,1.0,0.0,255,1.0,0.0,4
1225,20,9,748,0,1,1.0,0.0,46,0.25,0.02,4
27302,24,2,0,0,2,1.0,0.0,255,1.0,0.0,4
34608,24,9,317,370,3,1.0,0.0,255,1.0,0.0,4
42780,54,9,878,327,1,1.0,0.0,110,0.46,0.35,4
81310,24,9,230,27554,1,1.0,0.0,255,1.0,0.0,4
40293,24,9,216,3166,9,1.0,0.0,255,1.0,0.0,4
5564,24,9,290,2004,41,1.0,0.0,255,1.0,0.0,4
61296,24,9,197,2531,4,1.0,0.0,227,1.0,0.0,4
123624,24,9,301,1528,10,1.0,0.0,255,1.0,0.0,4
109024,24,9,209,1203,23,1.0,0.0,251,1.0,0.0,4
102050,24,9,309,888,32,1.0,0.0,255,1.0,0.0,4
84962,20,9,1342,0,5,1.0,0.0,57,0.22,0.02,4
78219,12,9,43,43,121,1.0,0.0,245,0.96,0.01,4
14111,24,9,293,1875,11,1.0,0.0,255,1.0,0.0,4
24980,24,9,331,278,3,1.0,0.0,232,0.91,0.02,4
102179,12,9,45,87,227,1.0,0.01,243,0.95,0.02,4
43585,24,9,317,394616,1,1.0,0.0,255,1.0,0.0,4
91688,19,9,1458,4152,1,1.0,0.0,29,0.64,0.04,4
78683,54,9,1037,328,1,1.0,0.0,42,0.88,0.09,4
34987,49,9,105,146,1,1.0,0.0,233,0.95,0.01,4
34085,24,9,327,341,3,1.0,0.0,255,1.0,0.0,4
62710,24,9,281,440,21,1.0,0.0,255,1.0,0.0,4
110800,24,9,300,4728,21,1.0,0.0,255,1.0,0.0,4
63402,24,9,296,2599,26,1.0,0.0,255,1.0,0.0,4
90321,24,9,154,38970,1,1.0,0.0,255,1.0,0.0,4
55834,20,9,14189,0,4,1.0,0.0,49,0.45,0.06,4
11569,54,9,2537,492,1,1.0,0.0,148,0.67,0.33,4
19375,54,9,1343,331,1,1.0,0.0,167,0.59,0.04,4
41609,20,9,373,0,17,1.0,0.0,101,0.4,0.03,4
107318,24,1,0,0,1,1.0,0.0,93,1.0,0.0,4
23772,24,9,259,1001,6,1.0,0.0,255,1.0,0.0,4
3804,24,9,305,2226,24,1.0,0.0,255,1.0,0.0,4
58822,24,9,305,280,11,1.0,0.0,255,1.0,0.0,4
59910,12,9,46,46,17,1.0,0.0,255,1.0,0.0,4
105468,24,9,299,6760,12,1.0,0.0,255,1.0,0.0,4
62386,24,9,303,5508,13,1.0,0.0,255,1.0,0.0,4
91233,24,9,232,4340,18,1.0,0.0,255,1.0,0.0,4
41387,15,9,30,0,2,1.0,0.0,104,1.0,0.0,4
11577,24,9,242,3302,4,1.0,0.0,255,1.0,0.0,4
72278,12,9,43,77,164,1.0,0.0,255,1.0,0.0,4
9379,24,9,262,1478,1,1.0,0.0,247,0.97,0.01,4
15295,12,9,45,72,56,1.0,0.0,172,0.81,0.01,4
55309,24,9,192,828,31,1.0,0.0,255,1.0,0.0,4
85564,20,9,8325,0,19,1.0,0.0,57,0.34,0.02,4
69842,24,9,165,23063,1,1.0,0.0,255,1.0,0.0,4
85584,24,6,219,1460,2,1.0,0.0,255,1.0,0.0,4
45628,24,9,217,2861,11,1.0,0.0,255,1.0,0.0,4
81907,24,9,284,346,1,1.0,0.0,255,1.0,0.0,4
4819,24,9,206,1214,12,1.0,0.0,255,1.0,0.0,4
46097,24,9,304,1630,7,1.0,0.0,255,1.0,0.0,4
76881,24,9,255,1414,18,1.0,0.0,255,1.0,0.0,4
35819,24,9,292,7662,1,1.0,0.0,255,1.0,0.0,4
19350,24,9,345,1556,13,1.0,0.0,255,1.0,0.0,4
20384,24,9,253,1396,6,1.0,0.0,255,1.0,0.0,4
9840,24,9,509,5071,10,1.0,0.0,255,1.0,0.0,4
102990,24,9,209,3002,2,1.0,0.0,255,1.0,0.0,4
98231,24,9,181,1322,1,1.0,0.0,249,0.98,0.01,4
91223,24,9,308,406,14,1.0,0.0,255,1.0,0.0,4
10457,24,9,0,6361,4,1.0,0.0,255,1.0,0.0,4
78452,24,9,203,722,3,1.0,0.0,255,1.0,0.0,4
117392,24,9,314,1375,1,1.0,0.0,255,1.0,0.0,4
35385,12,9,45,45,207,1.0,0.01,254,1.0,0.01,4
41893,24,9,316,198,5,1.0,0.0,255,1.0,0.0,4
78678,24,9,290,482,6,1.0,0.0,255,1.0,0.0,4
73515,24,9,243,1763,5,1.0,0.0,255,1.0,0.0,4
500,24,9,172,12793,1,1.0,0.0,255,1.0,0.0,4
71573,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
40569,49,9,105,145,4,0.25,0.5,221,0.87,0.01,4
23341,24,9,304,3222,4,1.0,0.0,227,0.89,0.02,4
78246,12,9,44,44,80,1.0,0.0,255,1.0,0.0,4
42658,24,9,224,324,8,1.0,0.0,255,1.0,0.0,4
58939,44,9,147,105,4,0.5,0.5,2,0.01,0.83,4
100612,12,9,45,138,296,1.0,0.0,253,0.99,0.01,4
31279,24,9,228,3879,2,1.0,0.0,255,1.0,0.0,4
16652,24,9,220,3211,1,1.0,0.0,255,1.0,0.0,4
7758,24,9,265,458,5,1.0,0.0,255,1.0,0.0,4
12228,12,9,91,0,1,1.0,0.0,97,0.72,0.01,4
82668,24,9,214,811,27,1.0,0.0,255,1.0,0.0,4
16846,18,9,7,363,1,1.0,0.0,7,0.01,0.02,4
78510,24,9,243,2026,2,1.0,0.0,255,1.0,0.0,4
71890,24,9,330,439,10,1.0,0.0,255,1.0,0.0,4
57620,12,9,42,42,11,1.0,0.0,239,0.94,0.01,4
11145,24,5,0,0,2,1.0,0.0,255,1.0,0.0,4
17364,24,9,316,6367,17,1.0,0.0,255,1.0,0.0,4
84873,24,9,230,16564,5,1.0,0.0,255,1.0,0.0,4
10658,49,9,105,146,5,0.2,0.6,239,0.94,0.01,4
46755,24,9,268,20029,7,1.0,0.0,255,1.0,0.0,4
101687,24,1,0,0,23,1.0,0.0,122,1.0,0.0,4
54072,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
358,20,9,319,0,2,1.0,0.0,2,0.33,0.5,4
110484,24,1,0,0,1,1.0,0.0,95,1.0,0.0,4
15728,24,9,211,2251,26,1.0,0.0,255,1.0,0.0,4
68022,24,9,230,9038,9,1.0,0.0,255,1.0,0.0,4
120000,24,9,205,1202,22,1.0,0.0,255,1.0,0.0,4
5483,24,9,221,14561,20,1.0,0.0,255,1.0,0.0,4
46224,20,9,7422,0,18,1.0,0.0,84,0.46,0.04,4
20843,24,1,0,0,1,1.0,0.0,255,1.0,0.0,4
101602,24,9,228,2888,6,1.0,0.0,255,1.0,0.0,4
6646,12,9,46,72,289,1.0,0.0,248,0.97,0.01,4
13499,12,9,44,42,7,1.0,0.0,255,1.0,0.0,4
22007,24,9,245,1761,3,1.0,0.0,255,1.0,0.0,4
125356,54,9,1169,327,1,1.0,0.0,191,0.64,0.03,4
52429,12,9,43,109,125,0.99,0.02,217,0.85,0.02,4
101726,54,9,2464,386,1,1.0,0.0,122,0.48,0.02,4
39379,24,9,214,480,16,1.0,0.0,255,1.0,0.0,4
8516,24,9,196,383,2,1.0,0.0,255,1.0,0.0,4
107075,12,9,43,155,78,1.0,0.0,254,1.0,0.01,4
90133,24,9,325,753,14,1.0,0.0,255,1.0,0.0,4
83535,12,9,29,0,1,1.0,0.0,81,0.14,0.11,4
120994,12,9,43,43,72,1.0,0.0,254,1.0,0.01,4
93123,60,4,539,17763,2,1.0,0.0,98,0.38,0.01,4
50486,24,9,228,415,29,1.0,0.0,255,1.0,0.0,4
124518,24,9,230,3618,12,1.0,0.0,255,1.0,0.0,4
82822,20,9,383,0,2,1.0,0.0,9,0.15,0.07,4
120182,24,9,215,8854,2,1.0,0.0,255,1.0,0.0,4
22431,24,9,231,1187,3,1.0,0.0,255,1.0,0.0,4
39242,24,9,217,511,17,1.0,0.0,255,1.0,0.0,4
110381,18,9,8,139,1,1.0,0.0,7,0.01,0.03,4
109287,24,9,332,2381,1,1.0,0.0,255,1.0,0.0,4
34597,12,9,36,52,1,1.0,0.0,34,0.89,0.05,4
41371,54,9,2029,336,1,1.0,0.0,139,0.63,0.02,4
84445,24,9,282,21896,6,1.0,0.0,255,1.0,0.0,4
28126,20,9,190,0,1,1.0,0.0,37,0.17,0.06,4
18798,24,9,309,534,31,1.0,0.0,255,1.0,0.0,4
51805,24,9,272,361,19,1.0,0.0,255,1.0,0.0,4
39632,61,9,564,0,2,1.0,0.0,3,0.07,0.09,4
89506,12,9,44,70,125,1.0,0.0,254,1.0,0.01,4
9926,24,9,341,8134,10,1.0,0.0,255,1.0,0.0,4
63027,24,9,327,1695,4,1.0,0.0,255,1.0,0.0,4
50718,24,9,323,12722,4,1.0,0.0,255,1.0,0.0,4
81416,24,9,288,1775,10,1.0,0.0,255,1.0,0.0,4
72242,12,9,45,74,263,1.0,0.0,254,1.0,0.01,4
32421,24,9,319,983,15,1.0,0.0,255,1.0,0.0,4
65496,12,9,45,132,79,1.0,0.0,254,1.0,0.01,4
43226,44,9,145,105,4,0.5,0.5,2,0.01,0.53,4
58087,24,9,254,1293,4,1.0,0.0,255,1.0,0.0,4
32422,54,9,1322,331,1,1.0,0.0,178,0.64,0.03,4
121522,24,9,229,2090,8,1.0,0.0,255,1.0,0.0,4
3288,24,9,295,1215,17,1.0,0.0,255,1.0,0.0,4
92227,24,9,260,698,4,1.0,0.0,255,1.0,0.0,4
4098,12,9,44,77,121,1.0,0.0,227,0.89,0.01,4
38451,24,9,301,3128,19,1.0,0.0,255,1.0,0.0,4
116348,20,9,9,0,1,1.0,0.0,46,0.29,0.29,4
55733,24,9,259,256,4,1.0,0.0,255,1.0,0.0,4
31282,20,9,12,0,2,1.0,0.0,89,0.68,0.03,4
34975,44,9,145,0,1,1.0,0.0,1,1.0,0.0,4
58314,60,9,101,3195,1,1.0,0.0,7,0.17,0.1,4
116909,24,9,152,8478,1,1.0,0.0,255,1.0,0.0,4
74187,20,9,259,0,2,1.0,0.0,21,0.4,0.08,4
58369,24,9,288,3848,8,1.0,0.0,255,1.0,0.0,4
27897,54,5,0,0,2,1.0,0.0,122,0.51,0.04,4
98835,54,9,1293,331,1,1.0,0.0,89,0.88,0.05,4
59871,64,9,126,0,1,1.0,0.0,11,0.18,0.14,4
57267,12,9,45,45,262,1.0,0.0,222,0.87,0.01,4
12907,24,9,318,1002,4,1.0,0.0,255,1.0,0.0,4
15253,24,1,0,0,1,1.0,0.0,69,1.0,0.0,4
74753,24,9,324,313,41,1.0,0.0,255,1.0,0.0,4
25914,60,9,758,343450,1,1.0,0.0,4,0.06,0.29,4
111636,60,9,204,35661,1,1.0,0.0,6,1.0,0.0,4
112011,24,9,290,9627,16,1.0,0.0,23,1.0,0.0,4
80025,24,9,260,468,1,1.0,0.0,255,1.0,0.0,4
110354,54,9,654,334,3,0.33,0.67,31,0.62,0.12,4
50527,24,9,217,596,4,1.0,0.0,255,1.0,0.0,4
76433,24,9,252,3202,5,1.0,0.0,255,1.0,0.0,4
103418,24,9,361,3069,5,1.0,0.0,255,1.0,0.0,4
96908,24,9,354,347,4,1.0,0.0,255,1.0,0.0,4
52590,54,9,1030,394,1,1.0,0.0,187,0.78,0.13,4
35270,54,9,990,278,1,1.0,0.0,198,0.72,0.04,4
5698,24,9,306,2507,6,1.0,0.0,201,0.93,0.01,4
116597,14,9,30,0,2,0.5,1.0,2,0.01,0.01,4
107799,24,9,306,1065,2,1.0,0.0,255,1.0,0.0,4
74635,54,9,1482,327,1,1.0,0.0,145,0.57,0.02,4
18247,20,9,8766,0,4,1.0,0.0,10,0.05,0.02,4
40991,24,9,309,1528,3,1.0,0.0,255,1.0,0.0,4
75056,24,9,338,4218,4,1.0,0.0,255,1.0,0.0,4
107012,49,9,105,145,7,0.14,0.29,222,0.87,0.01,4
61428,24,9,262,3073,4,1.0,0.0,255,1.0,0.0,4
36315,12,9,43,72,103,1.0,0.0,253,0.99,0.01,4
29359,54,9,1414,328,1,1.0,0.0,30,0.75,0.15,4
40359,54,9,1437,384,1,1.0,0.0,72,0.21,0.54,4
64169,54,9,973,333,1,1.0,0.0,58,0.52,0.04,4
87176,24,9,258,620,9,1.0,0.0,255,1.0,0.0,4
110828,20,9,383,0,1,1.0,0.0,51,0.21,0.15,4
66474,54,9,1441,373,1,1.0,0.0,244,0.98,0.04,4
28540,54,9,957,328,1,1.0,0.0,178,0.72,0.02,4
19317,24,9,326,1639,6,1.0,0.0,255,1.0,0.0,4
8753,54,9,656,330,1,1.0,0.0,146,0.83,0.05,4
36532,54,9,4923,344,1,1.0,0.0,87,0.91,0.09,4
72244,64,9,183,0,7,0.86,0.29,46,0.18,0.01,4
104962,20,9,59,0,4,1.0,0.0,10,0.04,0.01,4
118886,24,1,0,0,1,1.0,0.0,251,1.0,0.0,4
21537,44,9,147,105,6,0.33,0.5,2,0.01,0.42,4
43656,24,9,298,9303,6,1.0,0.0,255,1.0,0.0,4
86120,24,9,165,2719,1,1.0,0.0,190,1.0,0.0,4
2643,24,9,319,595,4,1.0,0.0,255,1.0,0.0,4
96969,20,9,49901,0,1,1.0,0.0,137,0.54,0.03,4
40955,24,9,331,23457,3,1.0,0.0,255,1.0,0.0,4
83579,24,9,201,633,1,1.0,0.0,255,1.0,0.0,4
10401,24,9,240,791,14,1.0,0.0,255,1.0,0.0,4
44370,49,9,105,0,2,1.0,0.0,167,0.65,0.01,4
93141,12,9,44,110,298,1.0,0.01,223,0.87,0.01,4
48392,20,9,12,0,1,1.0,0.0,5,0.06,0.04,4
123203,54,9,1231,329,1,1.0,0.0,166,0.65,0.03,4
74991,12,9,44,70,98,1.0,0.0,254,1.0,0.01,4
104784,49,9,105,147,1,1.0,0.0,67,0.99,0.03,4
12542,44,9,146,0,1,1.0,0.0,1,0.0,0.63,4
29203,24,9,232,2698,5,1.0,0.0,227,0.89,0.02,4
35862,24,9,221,1980,4,1.0,0.0,255,1.0,0.0,4
72601,24,9,270,10702,4,1.0,0.0,255,1.0,0.0,4
6259,12,9,44,129,13,1.0,0.0,238,0.93,0.01,4
36703,24,9,256,9529,7,1.0,0.0,255,1.0,0.0,4
46086,54,9,1275,335,1,1.0,0.0,154,0.74,0.03,4
118479,24,9,236,19776,1,1.0,0.0,255,1.0,0.0,4
49847,54,9,988,331,1,1.0,0.0,143,0.37,0.04,4
113641,12,9,44,44,231,1.0,0.0,255,1.0,0.0,4
45781,24,9,323,397,4,1.0,0.0,255,1.0,0.0,4
85096,24,9,217,5013,7,1.0,0.0,255,1.0,0.0,4
3985,24,9,299,5357,2,1.0,0.0,2,0.4,0.4,4
77330,54,9,1007,335,2,0.5,1.0,122,0.5,0.03,4
74186,24,9,321,1321,51,1.0,0.0,255,1.0,0.0,4
