,service,flag,src_bytes,dst_bytes,count,same_srv_rate,diff_srv_rate,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,labels
103895,23,9,319,2481,5,1.0,0.0,255,1.0,0.0,4
106339,23,9,245,263,12,1.0,0.0,255,1.0,0.0,4
56081,51,9,880,281,2,0.5,1.0,131,0.53,0.03,4
92408,14,9,30,0,1,1.0,0.0,251,1.0,0.0,4
26149,20,9,501760,0,1,1.0,0.0,60,0.34,0.03,4
56629,23,9,291,2572,5,1.0,0.0,255,1.0,0.0,4
40632,23,9,317,18330,9,1.0,0.0,255,1.0,0.0,4
22730,23,9,306,309,6,1.0,0.0,255,1.0,0.0,4
16966,20,9,5891,0,15,1.0,0.0,51,0.22,0.02,4
83374,51,9,1461,389,1,1.0,0.0,27,0.11,0.07,4
57171,23,9,169,6236,2,1.0,0.0,255,1.0,0.0,4
68021,20,9,190,0,2,1.0,0.0,2,0.01,0.03,4
113565,12,9,29,29,2,1.0,0.0,121,0.76,0.03,4
5569,23,9,315,5888,3,1.0,0.0,255,1.0,0.0,4
106383,23,9,328,412,4,1.0,0.0,255,1.0,0.0,4
15382,20,9,2194619,0,2,1.0,0.0,24,0.11,0.05,4
82718,47,9,105,146,5,0.4,0.4,245,0.96,0.01,4
109396,12,9,44,132,71,1.0,0.0,254,1.0,0.01,4
74363,42,9,147,105,6,0.33,0.5,2,0.01,0.73,4
53306,23,9,233,353,12,1.0,0.0,255,1.0,0.0,4
27610,23,9,307,773,49,1.0,0.0,255,1.0,0.0,4
124638,20,9,4316,0,8,0.88,0.25,109,0.58,0.08,4
79191,19,9,56,189,1,1.0,0.0,19,0.21,0.04,4
111911,12,9,68,24,2,1.0,0.0,255,1.0,0.0,4
47391,23,9,244,630,3,1.0,0.0,255,1.0,0.0,4
82260,23,9,307,3222,1,1.0,0.0,253,0.99,0.01,4
37029,12,9,45,128,165,0.99,0.01,128,0.77,0.02,4
55536,23,9,242,9454,1,1.0,0.0,255,1.0,0.0,4
56307,23,9,244,2724,17,1.0,0.0,255,1.0,0.0,4
22208,23,9,500,8257,6,1.0,0.0,255,1.0,0.0,4
95087,23,9,267,14496,7,1.0,0.0,255,1.0,0.0,4
113475,23,9,179,4541,1,1.0,0.0,255,1.0,0.0,4
103350,23,9,199,292,12,1.0,0.0,255,1.0,0.0,4
48336,51,9,1688,335,1,1.0,0.0,153,0.6,0.03,4
58610,23,9,227,369,5,1.0,0.0,255,1.0,0.0,4
61475,12,9,42,143,75,1.0,0.0,255,1.0,0.0,4
35712,23,9,219,369,7,1.0,0.0,255,1.0,0.0,4
84023,23,9,169,1535,2,1.0,0.0,255,1.0,0.0,4
112890,12,9,44,80,212,1.0,0.0,255,1.0,0.0,4
85436,23,9,211,6843,1,1.0,0.0,255,1.0,0.0,4
26312,23,9,235,4393,9,1.0,0.0,255,1.0,0.0,4
38389,14,9,64,0,2,1.0,0.0,2,0.01,0.05,4
106246,51,9,1077,333,1,1.0,0.0,46,0.18,0.41,4
400,23,9,233,581,13,1.0,0.0,255,1.0,0.0,4
48134,12,9,45,135,187,1.0,0.0,251,0.98,0.01,4
63593,20,9,748,0,1,1.0,0.0,61,0.02,0.06,4
38759,23,9,204,248,9,1.0,0.0,255,1.0,0.0,4
102810,23,9,229,1120,2,1.0,0.0,49,1.0,0.0,4
53179,12,9,42,108,1,1.0,0.0,35,0.97,0.06,4
8528,47,9,105,146,2,1.0,0.0,2,1.0,0.0,4
79860,23,9,352,1701,7,1.0,0.0,255,1.0,0.0,4
20425,23,9,403,4355,8,1.0,0.0,255,1.0,0.0,4
120821,23,9,212,2917,6,1.0,0.0,255,1.0,0.0,4
6182,12,9,44,80,121,1.0,0.0,255,1.0,0.0,4
82940,23,9,198,326,2,1.0,0.0,255,1.0,0.0,4
88022,23,1,0,0,6,1.0,0.0,110,1.0,0.0,4
116602,51,9,1528,334,1,1.0,0.0,142,0.56,0.02,4
19345,23,1,0,0,1,1.0,0.0,255,1.0,0.0,4
95829,51,9,734,385,1,1.0,0.0,93,0.36,0.02,4
118833,12,9,45,115,2,1.0,0.0,242,0.95,0.02,4
4509,23,9,287,4009,2,1.0,0.0,255,1.0,0.0,4
117534,23,1,0,0,1,1.0,0.0,253,1.0,0.0,4
7461,23,9,358,256,7,1.0,0.0,255,1.0,0.0,4
119942,23,9,310,4382,3,1.0,0.0,255,1.0,0.0,4
40827,14,9,30,0,2,0.5,1.0,37,0.15,0.01,4
88801,23,9,329,664,26,1.0,0.0,255,1.0,0.0,4
6529,23,9,236,7610,14,1.0,0.0,255,1.0,0.0,4
78018,23,9,323,866,10,1.0,0.0,255,1.0,0.0,4
42301,23,9,229,1181,8,1.0,0.0,255,1.0,0.0,4
102890,51,9,775,336,2,0.5,1.0,133,0.52,0.03,4
88916,4,9,10,38,1,1.0,0.0,1,0.0,0.41,4
20979,23,9,222,310,15,1.0,0.0,255,1.0,0.0,4
48496,23,9,360,3103,4,1.0,0.0,255,1.0,0.0,4
16707,23,9,343,285,24,1.0,0.0,255,1.0,0.0,4
97963,23,9,200,1484,5,1.0,0.0,255,1.0,0.0,4
41381,23,9,335,285,1,1.0,0.0,252,0.99,0.01,4
35106,20,9,641,0,1,1.0,0.0,75,0.3,0.08,4
320,51,9,1080,327,1,1.0,0.0,154,0.58,0.02,4
21293,23,9,342,5421,24,1.0,0.0,255,1.0,0.0,4
113980,20,9,192,0,2,1.0,0.0,14,0.12,0.15,4
8290,42,9,516,4,381,1.0,0.0,255,1.0,0.0,4
66103,12,9,41,128,33,1.0,0.0,196,0.77,0.02,4
47463,23,1,0,0,1,1.0,0.0,137,1.0,0.0,4
36533,51,9,4923,344,1,1.0,0.0,87,0.91,0.09,4
19309,42,9,516,4,337,1.0,0.0,255,1.0,0.0,4
74287,12,9,45,83,221,1.0,0.0,233,0.91,0.01,4
3204,23,9,289,12602,14,1.0,0.0,255,1.0,0.0,4
93538,23,9,393,1904,1,1.0,0.0,255,1.0,0.0,4
107035,23,9,255,380,26,1.0,0.0,255,1.0,0.0,4
35595,23,9,217,11902,4,1.0,0.0,231,1.0,0.0,4
16671,23,1,0,0,6,1.0,0.0,169,1.0,0.0,4
22087,23,9,205,882,11,1.0,0.0,255,1.0,0.0,4
112193,51,9,1418,333,1,1.0,0.0,126,0.49,0.02,4
16315,51,9,796,331,1,1.0,0.0,186,0.74,0.02,4
83033,0,2,74,17,1,1.0,0.0,13,0.17,0.03,4
9716,23,9,339,5320,7,1.0,0.0,255,1.0,0.0,4
120357,12,9,43,69,166,1.0,0.0,254,1.0,0.01,4
5297,61,9,78,0,10,0.2,0.2,8,0.03,0.01,4
86877,23,9,171,4369,11,1.0,0.0,222,1.0,0.0,4
38986,18,9,8,228,1,1.0,0.0,2,0.01,0.07,4
78516,42,9,147,105,4,0.5,0.5,2,0.01,0.85,4
120927,23,9,232,2415,2,1.0,0.0,255,1.0,0.0,4
56658,20,9,1376,0,4,1.0,0.0,62,0.25,0.02,4
90435,23,9,208,801,28,1.0,0.0,252,1.0,0.0,4
583,12,9,44,70,127,1.0,0.0,224,0.88,0.01,4
5538,51,9,2685,323,1,1.0,0.0,46,0.18,0.53,4
66765,12,9,43,78,35,1.0,0.0,254,1.0,0.01,4
114631,20,9,501760,0,1,1.0,0.0,46,0.06,0.04,4
83484,12,9,44,44,120,1.0,0.0,203,0.8,0.01,4
60336,23,9,218,571,17,1.0,0.0,111,1.0,0.0,4
93480,23,9,347,2313,18,1.0,0.0,255,1.0,0.0,4
101056,51,5,0,0,2,1.0,0.0,23,0.33,0.04,4
43866,23,9,328,7568,5,1.0,0.0,255,1.0,0.0,4
40329,12,9,43,43,159,1.0,0.0,255,1.0,0.0,4
21926,23,9,209,1362,8,1.0,0.0,255,1.0,0.0,4
101153,20,9,245,0,2,1.0,0.0,98,0.78,0.07,4
72250,23,9,221,1252,19,1.0,0.0,255,1.0,0.0,4
50041,42,9,147,105,1,1.0,0.0,2,0.01,0.68,4
18674,12,9,44,131,111,1.0,0.0,255,1.0,0.0,4
26449,23,1,0,0,1,1.0,0.0,8,1.0,0.0,4
7077,51,9,1020,326,1,1.0,0.0,185,0.64,0.27,4
112340,18,9,9,0,1,1.0,0.0,8,0.33,0.67,4
67621,20,9,194,0,2,1.0,0.0,19,0.09,0.04,4
50535,23,9,222,306,16,1.0,0.0,255,1.0,0.0,4
64835,23,9,306,1075,4,1.0,0.0,253,0.99,0.01,4
118209,42,9,8325,0,19,0.05,0.74,1,0.01,0.09,4
44748,12,9,44,126,78,1.0,0.0,239,0.94,0.01,4
115310,51,9,800,406,1,1.0,0.0,39,0.15,0.06,4
123684,51,9,2069,330,1,1.0,0.0,184,0.73,0.03,4
92621,23,9,271,389,4,1.0,0.0,255,1.0,0.0,4
116219,61,9,78,0,10,0.3,0.2,3,0.01,0.01,4
106523,23,9,327,2037,19,1.0,0.0,255,1.0,0.0,4
114306,51,9,2526,325,1,1.0,0.0,137,0.59,0.03,4
81110,23,9,332,281,7,1.0,0.0,248,0.97,0.01,4
9299,23,9,354,9059,15,1.0,0.0,255,1.0,0.0,4
8734,23,9,283,2238,5,1.0,0.0,255,1.0,0.0,4
34929,23,9,203,3950,1,1.0,0.0,255,1.0,0.0,4
6010,23,9,252,8260,2,1.0,0.0,255,1.0,0.0,4
87016,23,9,303,1555,6,1.0,0.0,255,1.0,0.0,4
86110,23,9,210,484,1,1.0,0.0,255,1.0,0.0,4
92439,12,9,44,75,202,1.0,0.0,255,1.0,0.0,4
118459,23,9,248,17905,10,1.0,0.0,255,1.0,0.0,4
13572,51,9,696,333,1,1.0,0.0,178,0.74,0.02,4
26035,23,9,296,431,2,1.0,0.0,255,1.0,0.0,4
127,51,9,1079,334,1,1.0,0.0,167,0.57,0.03,4
109113,12,9,45,81,136,0.99,0.01,254,1.0,0.01,4
51735,51,9,1124,331,2,0.5,1.0,144,1.0,0.0,4
93034,12,9,44,44,196,1.0,0.0,250,0.98,0.01,4
95587,23,9,243,13722,13,1.0,0.0,255,1.0,0.0,4
14421,20,9,252,0,3,0.67,0.67,66,0.26,0.03,4
111028,23,9,311,4214,12,1.0,0.0,255,1.0,0.0,4
7752,12,9,45,128,74,1.0,0.0,217,0.85,0.02,4
90808,57,9,1119,176336,1,1.0,0.0,2,1.0,0.0,4
92748,23,9,197,19113,1,1.0,0.0,255,1.0,0.0,4
8890,12,9,17,70,1,1.0,0.0,228,1.0,0.0,4
36221,20,9,16,0,1,1.0,0.0,19,0.07,0.01,4
74614,42,1,0,0,1,1.0,0.0,14,1.0,0.0,4
111732,23,9,242,668,54,1.0,0.0,255,1.0,0.0,4
88717,51,9,1327,330,1,1.0,0.0,114,0.3,0.03,4
122358,23,9,401,296,4,1.0,0.0,255,1.0,0.0,4
122648,23,9,300,910,14,1.0,0.0,255,1.0,0.0,4
89392,23,9,223,14244,4,1.0,0.0,255,1.0,0.0,4
1583,12,9,43,125,70,1.0,0.0,254,1.0,0.01,4
87887,20,9,95,0,2,1.0,0.0,41,0.16,0.02,4
1208,12,9,43,128,151,1.0,0.0,254,1.0,0.01,4
9610,23,9,209,1817,24,1.0,0.0,255,1.0,0.0,4
9282,23,9,243,13335,11,1.0,0.0,255,1.0,0.0,4
52172,12,9,46,74,143,1.0,0.0,166,0.65,0.01,4
72403,12,9,44,133,66,1.0,0.0,238,0.93,0.02,4
109939,23,9,324,1875,2,1.0,0.0,255,1.0,0.0,4
48706,12,9,43,72,145,1.0,0.0,254,1.0,0.01,4
104086,23,9,213,633,3,1.0,0.0,255,1.0,0.0,4
3930,51,9,705,329,1,1.0,0.0,184,0.72,0.06,4
75234,23,9,227,7571,3,1.0,0.0,255,1.0,0.0,4
91289,23,9,156,8084,1,1.0,0.0,255,1.0,0.0,4
81923,23,9,331,9621,1,1.0,0.0,255,1.0,0.0,4
11706,23,9,228,1695,10,1.0,0.0,255,1.0,0.0,4
76210,23,9,206,1277,8,1.0,0.0,255,1.0,0.0,4
76941,23,9,230,7943,10,1.0,0.0,255,1.0,0.0,4
41703,23,9,148,3687,7,1.0,0.0,255,1.0,0.0,4
51421,23,9,443,8801,15,1.0,0.0,255,1.0,0.0,4
60629,12,9,43,126,230,1.0,0.0,116,0.75,0.02,4
6524,20,9,884,0,1,1.0,0.0,6,0.86,0.29,4
22188,57,9,140,2810,1,1.0,0.0,7,1.0,0.0,4
9303,14,9,64,0,2,0.5,1.0,1,0.0,0.07,4
65588,12,9,46,75,174,1.0,0.0,255,1.0,0.0,4
111125,51,9,970,330,1,1.0,0.0,34,0.23,0.49,4
8931,12,9,44,152,86,1.0,0.0,253,0.99,0.01,4
110199,51,9,2545,281,1,1.0,0.0,155,0.61,0.06,4
71509,23,9,237,394,1,1.0,0.0,255,1.0,0.0,4
11754,23,9,198,3623,16,1.0,0.0,230,1.0,0.0,4
86131,23,9,234,1416,8,1.0,0.0,255,1.0,0.0,4
72887,47,9,105,147,1,1.0,0.0,208,0.99,0.01,4
109399,12,9,44,133,153,1.0,0.0,255,1.0,0.0,4
3163,23,9,337,703,17,1.0,0.0,255,1.0,0.0,4
6299,23,9,219,495,26,1.0,0.0,255,1.0,0.0,4
41923,12,9,41,41,82,1.0,0.0,255,1.0,0.0,4
55944,23,9,335,4539,2,1.0,0.0,255,1.0,0.0,4
71024,42,9,146,105,2,1.0,0.0,2,0.01,0.6,4
115079,42,9,516,4,426,1.0,0.0,255,1.0,0.0,4
99645,23,9,220,470,2,1.0,0.0,255,1.0,0.0,4
43250,51,9,1247,331,1,1.0,0.0,67,0.87,0.05,4
473,23,9,405,23786,1,1.0,0.0,255,1.0,0.0,4
15507,23,9,309,3928,9,1.0,0.0,145,1.0,0.0,4
88413,51,9,867,371,1,1.0,0.0,112,0.82,0.03,4
113661,23,9,273,1493,2,1.0,0.0,30,1.0,0.0,4
11904,23,9,222,771,12,1.0,0.0,255,1.0,0.0,4
26139,23,9,312,25608,2,1.0,0.0,255,1.0,0.0,4
22691,23,1,0,0,1,1.0,0.0,144,1.0,0.0,4
36259,23,9,287,264,16,1.0,0.0,255,1.0,0.0,4
82181,20,9,14189,0,3,1.0,0.0,69,1.0,0.0,4
82073,23,9,226,9115,5,1.0,0.0,255,1.0,0.0,4
51078,20,9,40494,0,16,1.0,0.0,116,0.45,0.02,4
99780,23,9,233,33730,11,1.0,0.0,255,1.0,0.0,4
40759,23,9,316,274,24,1.0,0.0,255,1.0,0.0,4
23350,23,9,309,367,19,1.0,0.0,255,1.0,0.0,4
81634,19,9,1495,4152,1,1.0,0.0,27,0.27,0.08,4
103962,12,9,43,43,169,1.0,0.0,254,1.0,0.01,4
84204,12,9,44,128,79,1.0,0.0,254,1.0,0.01,4
29333,23,9,320,1603,5,1.0,0.0,255,1.0,0.0,4
51083,23,9,293,955,21,1.0,0.0,255,1.0,0.0,4
102437,23,9,289,7384,25,1.0,0.0,255,1.0,0.0,4
14400,23,9,311,1576,7,1.0,0.0,255,1.0,0.0,4
70620,23,9,230,1681,13,1.0,0.0,255,1.0,0.0,4
29494,23,9,213,1088,14,1.0,0.0,255,1.0,0.0,4
11933,12,9,44,119,65,0.98,0.03,233,0.91,0.01,4
102524,23,9,308,1533,11,1.0,0.0,147,1.0,0.0,4
69382,51,9,553,331,1,1.0,0.0,152,0.6,0.03,4
47541,47,9,105,147,2,1.0,0.0,242,0.95,0.01,4
111,51,9,2089,335,2,0.5,1.0,152,0.6,0.03,4
59464,12,9,44,44,158,1.0,0.0,255,1.0,0.0,4
9593,23,9,305,22158,2,1.0,0.0,255,1.0,0.0,4
68218,23,9,205,3591,20,1.0,0.0,255,1.0,0.0,4
98633,23,9,203,12922,39,1.0,0.0,255,1.0,0.0,4
41607,23,9,226,686,10,1.0,0.0,255,1.0,0.0,4
113353,51,9,2454,331,1,1.0,0.0,124,0.61,0.02,4
43108,23,9,190,1451,15,1.0,0.0,46,1.0,0.0,4
42748,51,5,0,0,2,1.0,0.0,132,0.84,0.13,4
45033,23,9,220,1941,8,1.0,0.0,255,1.0,0.0,4
60663,23,1,0,0,1,1.0,0.0,255,1.0,0.0,4
112780,12,9,30,0,1,1.0,0.0,35,0.19,0.05,4
32455,23,9,178,1745,7,1.0,0.0,255,1.0,0.0,4
94159,61,9,181,0,3,1.0,0.0,130,0.51,0.01,4
111976,23,9,308,2963,18,1.0,0.0,255,1.0,0.0,4
57323,20,9,319,0,2,1.0,0.0,13,0.07,0.06,4
91035,23,9,296,3899,18,1.0,0.0,18,1.0,0.0,4
50802,23,9,319,434,3,1.0,0.0,255,1.0,0.0,4
71186,23,9,255,671,6,1.0,0.0,255,1.0,0.0,4
16325,51,9,616,329,1,1.0,0.0,93,0.36,0.03,4
42953,23,9,213,29268,4,1.0,0.0,255,1.0,0.0,4
97739,14,9,30,0,2,0.5,1.0,3,0.01,0.01,4
89876,23,9,217,7549,30,1.0,0.0,255,1.0,0.0,4
84014,20,9,190,0,1,1.0,0.0,122,0.48,0.02,4
64065,42,9,147,105,1,1.0,0.0,1,0.0,0.63,4
89177,23,9,214,7054,4,1.0,0.0,255,1.0,0.0,4
54251,20,9,20,0,1,1.0,0.0,87,0.37,0.03,4
63771,60,9,36,0,1,1.0,0.0,39,0.31,0.06,4
81865,23,9,149,18974,2,1.0,0.0,255,1.0,0.0,4
110820,51,9,961,333,1,1.0,0.0,139,0.89,0.04,4
107175,23,9,364,531,6,1.0,0.0,255,1.0,0.0,4
23023,12,9,46,190,293,1.0,0.0,251,0.98,0.01,4
121112,23,9,307,1286,10,1.0,0.0,255,1.0,0.0,4
115810,45,9,35,130,1,1.0,0.0,5,0.02,0.08,4
94678,23,9,298,3897,5,1.0,0.0,255,1.0,0.0,4
122634,23,9,354,1590,14,1.0,0.0,255,1.0,0.0,4
13963,51,9,1525,400,1,1.0,0.0,118,0.54,0.01,4
103949,12,9,44,74,306,1.0,0.0,254,1.0,0.01,4
43987,20,9,6062,0,18,1.0,0.0,114,0.47,0.02,4
40467,23,9,230,6804,8,1.0,0.0,255,1.0,0.0,4
81477,12,9,44,136,72,1.0,0.0,216,0.85,0.02,4
102128,23,9,184,4611,1,1.0,0.0,225,0.88,0.01,4
80322,51,9,1093,334,1,1.0,0.0,180,0.67,0.07,4
49689,23,9,333,468,2,1.0,0.0,255,1.0,0.0,4
682,23,9,224,1270,6,1.0,0.0,255,1.0,0.0,4
45565,12,9,31,91,1,1.0,0.0,206,0.94,0.01,4
33961,23,9,313,3222,2,1.0,0.0,2,0.4,0.4,4
113536,51,9,1529,332,1,1.0,0.0,183,0.65,0.08,4
87687,23,9,230,3161,5,1.0,0.0,255,1.0,0.0,4
40559,23,9,297,5077,4,1.0,0.0,152,1.0,0.0,4
6066,23,9,327,305,14,1.0,0.0,255,1.0,0.0,4
65034,23,9,301,2126,8,1.0,0.0,255,1.0,0.0,4
97624,23,9,227,2322,10,1.0,0.0,255,1.0,0.0,4
10847,23,9,240,434,13,1.0,0.0,255,1.0,0.0,4
72353,20,9,35195,0,22,1.0,0.0,76,0.36,0.03,4
99622,23,9,175,1070,17,1.0,0.0,255,1.0,0.0,4
79824,12,9,45,132,166,0.99,0.01,236,0.93,0.02,4
52999,12,9,88,0,1,1.0,0.0,31,0.36,0.05,4
94339,20,9,607,0,2,1.0,0.0,6,0.86,0.29,4
72782,23,6,209,26280,1,1.0,0.0,255,1.0,0.0,4
72847,12,9,43,43,138,1.0,0.0,254,1.0,0.01,4
48851,23,9,214,6008,3,1.0,0.0,255,1.0,0.0,4
98819,23,9,305,1211,7,1.0,0.0,255,1.0,0.0,4
89438,23,9,233,22780,36,1.0,0.0,255,1.0,0.0,4
93578,23,9,157,26903,1,1.0,0.0,255,1.0,0.0,4
48699,23,9,236,369,14,1.0,0.0,255,1.0,0.0,4
103880,51,9,808,331,1,1.0,0.0,177,0.71,0.03,4
101720,23,9,181,1322,1,1.0,0.0,248,0.97,0.02,4
39822,23,1,0,0,1,1.0,0.0,229,1.0,0.0,4
39962,12,9,31,31,3,0.33,0.67,32,0.52,0.05,4
45222,23,9,211,1322,48,1.0,0.0,255,1.0,0.0,4
76857,23,9,252,285,8,1.0,0.0,255,1.0,0.0,4
104286,12,9,44,126,153,1.0,0.0,214,0.84,0.01,4
99902,23,9,217,4591,6,1.0,0.0,255,1.0,0.0,4
76961,23,9,263,23238,2,1.0,0.0,255,1.0,0.0,4
35144,12,9,46,46,12,1.0,0.0,110,0.96,0.02,4
116949,19,9,1544,4152,1,1.0,0.0,11,0.28,0.12,4
120680,23,9,217,762,22,1.0,0.0,255,1.0,0.0,4
11043,51,9,1161,329,1,1.0,0.0,181,0.41,0.04,4
72236,23,9,216,6329,4,1.0,0.0,255,1.0,0.0,4
125162,23,9,304,13259,5,1.0,0.0,255,1.0,0.0,4
82002,23,9,221,1483,4,1.0,0.0,255,1.0,0.0,4
51748,41,9,48,48,1,1.0,0.0,11,0.04,0.01,4
125310,23,9,203,1024,17,1.0,0.0,255,1.0,0.0,4
30669,23,9,282,1227,3,1.0,0.0,255,1.0,0.0,4
96116,51,9,1699,332,2,0.5,1.0,183,0.72,0.05,4
19328,23,9,336,2436,15,1.0,0.0,255,1.0,0.0,4
40707,23,9,311,11417,3,1.0,0.0,255,1.0,0.0,4
116690,23,9,242,398,1,1.0,0.0,255,1.0,0.0,4
84037,0,4,505,9970,2,0.5,1.0,6,0.32,0.11,4
96328,23,9,221,431,3,1.0,0.0,255,1.0,0.0,4
18319,12,9,43,43,165,1.0,0.0,255,1.0,0.0,4
63825,23,9,313,253,7,1.0,0.0,255,1.0,0.0,4
75891,23,1,0,0,1,1.0,0.0,255,1.0,0.0,4
93248,20,9,1830,0,5,1.0,0.0,75,0.2,0.03,4
59512,47,9,105,105,1,1.0,0.0,226,0.89,0.01,4
13695,23,9,201,1570,12,1.0,0.0,85,1.0,0.0,4
72149,23,9,243,11634,2,1.0,0.0,255,1.0,0.0,4
103493,23,9,238,397,8,1.0,0.0,255,1.0,0.0,4
98187,23,9,299,644,6,1.0,0.0,255,1.0,0.0,4
92042,23,9,234,2445,16,1.0,0.0,255,1.0,0.0,4
82811,23,9,214,8160,4,1.0,0.0,17,1.0,0.0,4
107066,12,9,33,0,1,1.0,0.0,25,0.12,0.03,4
65667,20,9,5336,0,15,0.93,0.13,109,0.63,0.07,4
22281,23,9,213,1963,14,1.0,0.0,255,1.0,0.0,4
94374,12,9,45,75,272,1.0,0.0,241,0.95,0.01,4
87914,45,9,122,11243,1,1.0,0.0,2,0.03,0.1,4
104935,23,9,293,1674,24,1.0,0.0,255,1.0,0.0,4
21099,23,9,319,302,9,1.0,0.0,255,1.0,0.0,4
12447,45,9,42,130,1,1.0,0.0,3,1.0,0.0,4
19337,41,9,48,48,1,1.0,0.0,6,0.38,0.12,4
100583,23,9,373,255,13,1.0,0.0,255,1.0,0.0,4
65196,12,9,46,485,61,1.0,0.0,255,1.0,0.0,4
29403,20,9,2890,0,10,1.0,0.0,84,0.35,0.05,4
67377,42,9,516,4,314,1.0,0.0,255,1.0,0.0,4
25500,23,9,241,617,28,1.0,0.0,255,1.0,0.0,4
97644,23,9,349,22780,3,1.0,0.0,255,1.0,0.0,4
40920,23,9,212,8126,1,1.0,0.0,255,1.0,0.0,4
123985,23,9,236,35147,1,1.0,0.0,255,1.0,0.0,4
122957,23,9,192,755,3,1.0,0.0,255,1.0,0.0,4
12250,20,9,1692,0,2,1.0,0.0,31,0.12,0.63,4
108242,42,9,516,4,320,1.0,0.0,255,1.0,0.0,4
109398,23,9,147,2492,4,1.0,0.0,255,1.0,0.0,4
97780,23,9,242,715,15,1.0,0.0,255,1.0,0.0,4
122859,23,9,351,1269,29,1.0,0.0,125,1.0,0.0,4
115802,23,9,321,1235,13,1.0,0.0,255,1.0,0.0,4
6894,23,9,188,733,7,1.0,0.0,255,1.0,0.0,4
20928,20,9,373,0,1,1.0,0.0,66,0.21,0.09,4
37613,23,9,194,1993,14,1.0,0.0,255,1.0,0.0,4
3712,19,9,1499,4152,1,1.0,0.0,42,0.16,0.01,4
12031,23,9,192,11572,2,1.0,0.0,255,1.0,0.0,4
81146,20,9,35,0,2,1.0,0.0,2,0.01,0.07,4
41774,23,9,254,1092,1,1.0,0.0,255,1.0,0.0,4
120942,23,9,318,1344,4,1.0,0.0,255,1.0,0.0,4
2151,14,9,30,0,1,1.0,0.0,90,0.98,0.05,4
121816,23,9,233,3253,1,1.0,0.0,255,1.0,0.0,4
51121,23,9,239,10914,8,1.0,0.0,255,1.0,0.0,4
3137,23,9,292,1718,3,1.0,0.0,255,1.0,0.0,4
34469,51,9,853,330,1,1.0,0.0,198,0.83,0.02,4
113176,23,9,251,1745,5,1.0,0.0,252,0.99,0.01,4
115261,23,9,221,943,19,1.0,0.0,255,1.0,0.0,4
37823,14,9,64,0,2,0.5,1.0,1,0.01,0.05,4
121692,12,9,42,42,2,1.0,0.0,255,1.0,0.0,4
29595,23,9,322,236,2,1.0,0.0,255,1.0,0.0,4
49164,12,9,43,129,67,1.0,0.0,223,0.89,0.02,4
25148,57,9,248,8082,1,1.0,0.0,4,0.27,0.2,4
962,51,9,756,332,1,1.0,0.0,53,0.71,0.07,4
66200,19,9,251,773,1,1.0,0.0,28,0.27,0.05,4
41706,20,9,5336,0,18,1.0,0.0,147,0.61,0.02,4
103469,12,9,44,138,64,1.0,0.0,244,0.96,0.01,4
56017,19,9,1053,3081,1,1.0,0.0,30,0.21,0.05,4
84587,23,9,281,1266,4,1.0,0.0,255,1.0,0.0,4
125824,23,9,290,9393,2,1.0,0.0,255,1.0,0.0,4
55504,12,9,44,133,155,1.0,0.0,255,1.0,0.0,4
58395,23,9,379,370,21,1.0,0.0,255,1.0,0.0,4
72825,47,9,105,146,2,1.0,0.0,253,0.99,0.01,4
83708,23,9,319,2227,1,1.0,0.0,191,1.0,0.0,4
33845,23,9,234,1396,7,1.0,0.0,255,1.0,0.0,4
64418,23,9,228,1565,4,1.0,0.0,240,1.0,0.0,4
39472,12,9,42,42,80,1.0,0.0,255,1.0,0.0,4
24627,23,9,249,677,17,1.0,0.0,255,1.0,0.0,4
112117,23,9,350,373,7,1.0,0.0,255,1.0,0.0,4
79074,51,9,1048,325,1,1.0,0.0,163,0.46,0.02,4
90893,20,9,276,0,5,1.0,0.0,141,0.55,0.02,4
32714,23,9,274,4089,7,1.0,0.0,255,1.0,0.0,4
110268,23,9,304,2698,4,1.0,0.0,208,0.95,0.01,4
41040,23,9,373,285,14,1.0,0.0,255,1.0,0.0,4
106707,23,9,211,304,5,1.0,0.0,255,1.0,0.0,4
52071,23,9,321,2276,7,1.0,0.0,254,1.0,0.0,4
101179,23,9,203,7268,5,1.0,0.0,255,1.0,0.0,4
34503,12,9,45,130,73,1.0,0.0,216,0.91,0.01,4
56373,23,9,248,1413,1,1.0,0.0,255,1.0,0.0,4
85563,23,9,228,900,7,1.0,0.0,255,1.0,0.0,4
112094,51,9,1206,331,1,1.0,0.0,141,0.77,0.07,4
68754,23,9,294,1719,7,1.0,0.0,255,1.0,0.0,4
83824,23,9,270,28218,1,1.0,0.0,255,1.0,0.0,4
124194,23,9,214,14443,15,1.0,0.0,255,1.0,0.0,4
67928,20,9,259,0,2,1.0,0.0,6,0.02,0.02,4
29172,23,9,285,261,12,1.0,0.0,255,1.0,0.0,4
113552,51,9,814,334,1,1.0,0.0,162,0.5,0.04,4
59519,12,9,45,139,125,1.0,0.0,255,1.0,0.0,4
105699,23,9,292,331,15,1.0,0.0,255,1.0,0.0,4
26915,23,9,313,450,15,1.0,0.0,255,1.0,0.0,4
120658,23,9,292,2282,13,1.0,0.0,255,1.0,0.0,4
48420,23,9,205,882,19,1.0,0.0,255,1.0,0.0,4
23568,23,9,337,1535,18,1.0,0.0,255,1.0,0.0,4
